Empreendimento,Tipo de Geração,Potência Outorgada (kW),Latitude,Longitude,DscMuninicpios
Oitis 5,EOL,49500.0,"-9,03966164","-41,75274866",Dom Inocêncio - PI
Oitis 6,EOL,49500.0,"-9,05265020","-41,73639571",Dom Inocêncio - PI
Oitis 7,EOL,49500.0,"-9,07118300","-41,73497261",Dom Inocêncio - PI
Oitis 8,EOL,49500.0,"-9,09821015","-41,76094014",Dom Inocêncio - PI
Oitis 9,EOL,49500.0,"-9,05364621","-41,77332400",Dom Inocêncio - PI
Luzia 2,UFV,58932.0,"-6,83192500","-36,92888056",Santa Luzia - PB
Luzia 3,UFV,58932.0,"-6,84570555","-36,92991389",Santa Luzia - PB
Serra do Mato III,UFV,47362.0,"-3,31921389","-39,37533333",Trairi - CE
Serra do Mato IV,UFV,54128.0,"-3,31471945","-39,39400278",Trairi - CE
Sertão solar Barreiras XIX,UFV,50000.0,"-12,05400833","-45,07560000",Barreiras - BA
Sertão Solar Barreiras XV,UFV,50000.0,"-12,06099167","-45,07496666",Barreiras - BA
Sertão Solar Barreiras XVI,UFV,50000.0,"-12,06323333","-45,08730555",Barreiras - BA
Sertão Solar Barreiras XVII,UFV,50000.0,"-12,05740278","-45,08611389",Barreiras - BA
Sertão Solar Barreiras XVIII,UFV,50000.0,"-12,05421944","-45,09344166",Barreiras - BA
Sertão Solar Barreiras XX,UFV,50000.0,"-12,04749445","-45,09290833",Barreiras - BA
Pau Ferro II,EOL,49500.0,"-9,03645857","-38,09987770",Tacaratu - PE
Tacaicó II,EOL,49500.0,"-9,01668922","-38,07471800",Tacaratu - PE
Oitis 1,EOL,49500.0,"-9,00435109","-41,71769119",Dom Inocêncio - PI
Milagres I,UFV,32740.0,"-7,38182833","-38,99855028",Abaiara - CE
Milagres II,UFV,32740.0,"-7,38591676","-38,98819302",Abaiara - CE
Milagres III,UFV,32740.0,"-7,38904661","-38,99026794",Abaiara - CE
Milagres V,UFV,32740.0,"-7,39059322","-38,98107952",Abaiara - CE
Milagres IV,UFV,32740.0,"-7,38417954","-38,97683000",Abaiara - CE
Juazeiro VIII,UFV,15201.0,"-9,54542500","-40,47781900",Juazeiro - BA
Serra da Mangabeira,EOL,79800.0,"-11,43252238","-42,13742953",Uibaí - BA
Aroeira 1,EOL,47300.0,"-10,78607080","-41,44222225",Morro do Chapéu - BA
Aroeira 2,EOL,43000.0,"-10,80514852","-41,43627081",Morro do Chapéu - BA
Aroeira 3,EOL,43000.0,"-10,82725136","-41,45113853",Morro do Chapéu - BA
Aroeira 4,EOL,43000.0,"-10,81859762","-41,48688916",Morro do Chapéu - BA
Aroeira 5,EOL,43000.0,"-10,78519203","-41,49349595",Morro do Chapéu - BA
Aroeira 6,EOL,38700.0,"-10,76679600","-41,53010862",Morro do Chapéu - BA
Aroeira 7,EOL,47300.0,"-10,75943554","-41,49842884",Morro do Chapéu - BA
Aroeira 8,EOL,43000.0,"-10,75481294","-41,47878916",Morro do Chapéu - BA
Aura Caetité 01,EOL,27000.0,"-13,65832840","-42,57601608",Tanque Novo - BA
Aura Caetité 02,EOL,36000.0,"-13,68371013","-42,59385791",Tanque Novo - BA
Aura Tanque Novo 01,EOL,27000.0,"-13,64056133","-42,54798357",Tanque Novo - BA
Aura Tanque Novo 02,EOL,18000.0,"-13,67715706","-42,57321782",Caetité - BA
Oeste Serido I,EOL,22500.0,"-6,76055370","-36,66579856",Parelhas - RN
Oeste Serido II,EOL,22500.0,"-6,71118172","-36,64449016",Parelhas - RN
Oeste Serido III,EOL,27000.0,"-6,71667081","-36,63753840",Equador - RN
Ventos de Santa Leia 12,EOL,64900.0,"-5,76169624","-36,09588017",Lajes - RN
Ventos de Santa Leia 13,EOL,66100.0,"-5,79267387","-36,11648002",Lajes - RN
Ventos de Santa Leia 14,EOL,66100.0,"-5,80923150","-36,14956856",Caiçara do Rio do Vento - RN
Dunamis III,UFV,29385.0,"-5,79196667","-36,64161945",Santana do Matos - RN
Monte Verde Solar V,UFV,42471.13,"-5,41852611","-36,23112500",Pedro Avelino - RN
Monte Verde Solar VII,UFV,42471.13,"-5,41382500","-36,20329111",Lajes - RN
Luiz Gonzaga I,UFV,30000.0,"-8,09430556","-39,33713056",Terra Nova - PE
Luiz Gonzaga II,UFV,30000.0,"-8,09179972","-39,33875195",Terra Nova - PE
Luiz Gonzaga III,UFV,30000.0,"-8,10438889","-39,34066666",Terra Nova - PE
Solatio Varzea 3,UFV,45000.0,"-17,62675556","-44,90769722",Várzea da Palma - MG
Solatio Varzea 4,UFV,45000.0,"-17,62303611","-44,91379722",Várzea da Palma - MG
Monte Verde Solar II,UFV,42471.13,"-5,42712889","-36,21864600",Jandaíra - RN
Monte Verde Solar III,UFV,42471.13,"-5,41675806","-36,21874600",Jandaíra - RN
Monte Verde Solar IV,UFV,42471.13,"-5,41201111","-36,23114900",Jandaíra - RN
Sol do Piauí,UFV,48118.0,"-8,01500833","-40,61032777",Curral Novo do Piauí - PI
Vista Alegre I,UFV,41173.0,"-15,82285694","-43,42701833",Janaúba - MG
Vista Alegre II,UFV,41173.0,"-15,83487584","-43,43278500",Janaúba - MG
Vista Alegre III,UFV,41173.0,"-15,81909250","-43,43400556",Janaúba - MG
Vista Alegre IV,UFV,41173.0,"-15,81830667","-43,44378055",Janaúba - MG
Vista Alegre V,UFV,41173.0,"-15,83012722","-43,43814972",Janaúba - MG
Vista Alegre VI,UFV,41173.0,"-15,82543277","-43,44707750",Janaúba - MG
Vista Alegre VII,UFV,41173.0,"-15,83334389","-43,45187056",Janaúba - MG
Vista Alegre VIII,UFV,41173.0,"-15,82491917","-43,45344278",Janaúba - MG
Vista Alegre IX,UFV,41173.0,"-15,82496750","-43,46144889",Janaúba - MG
Vista Alegre X,UFV,41173.0,"-15,81348999","-43,46971278",Janaúba - MG
Solar Irapuru I,UFV,48118.0,"-15,94379722","-43,46730555",Janaúba - MG
Solar Irapuru II,UFV,48118.0,"-15,95284722","-43,47971944",Janaúba - MG
Solar Irapuru III,UFV,48118.0,"-15,93405278","-43,49291944",Janaúba - MG
Toda Energia do Brasil,EOL,27720.0,"-5,09220706","-37,10554365",Areia Branca - RN
Canudos I,EOL,49700.0,"-10,18922908","-38,77506982",Canudos - BA
Canudos II,EOL,49700.0,"-10,14664538","-38,77132041",Canudos - BA
São Pedro e Paulo VIII,UFV,5800.0,"-7,87869000","-37,98510000",Flores - PE
Água Vermelha VII,UFV,33210.0,"-19,87399323","-50,37205555",Ouroeste - SP
Assu Sol 1,UFV,40536.0,"-5,57498611","-37,07979444",Açu - RN
Assu Sol 5,UFV,40536.0,"-5,59960000","-37,05590278",Açu - RN
Oeste Seridó XII,EOL,31500.0,"-6,80628659","-36,65958293",Parelhas - RN
Oeste Seridó XI,EOL,27000.0,"-6,73953575","-36,65763537",Parelhas - RN
Oeste Seridó IX,EOL,22500.0,"-6,78309308","-36,72409572",Parelhas - RN
Oeste Seridó VI,EOL,18000.0,"-6,78705529","-36,66645778",Parelhas - RN
Oeste Seridó X,EOL,27000.0,"-6,78790387","-36,67123713",Parelhas - RN
Oeste Seridó IV,EOL,27000.0,"-6,72530797","-36,65312607",Parelhas - RN
Oeste Seridó V,EOL,22500.0,"-6,75474927","-36,66297996",Parelhas - RN
Cajuína A7 (Antiga Ventos de Santa Tereza 14),EOL,45600.0,"-5,73582897","-36,29481595",Fernando Pedroza - RN
Ventos de Santo Antonio 01,EOL,45000.0,"-6,40366165","-35,75118992",São José do Campestre - RN
Cajuína A1 (Antiga Ventos de Santa Tereza 01),EOL,39900.0,"-5,60953478","-36,27139432",Pedro Avelino - RN
Cajuína A2 (Antiga Ventos de Santa Tereza 02),EOL,39900.0,"-5,62278187","-36,27909872",Pedro Avelino - RN
Cajuína A3 (Antiga Ventos de Santa Tereza 03),EOL,45600.0,"-5,64269581","-36,27669683",Pedro Avelino - RN
Cajuína B12 (Antiga Ventos de Santa Tereza 04),EOL,39900.0,"-5,77233491","-36,25121966",Lajes - RN
Cajuína A4 (Antiga Ventos de Santa Tereza 05),EOL,45600.0,"-5,66495761","-36,27781948",Angicos - RN
Cajuína B11 (Antiga Ventos de Santa Tereza 07),EOL,68400.0,"-5,82980495","-36,27171209","Fernando Pedroza - RN, Lajes - RN"
Cajuína B16 (Antiga Ventos de Santa Tereza 08),EOL,17100.0,"-5,68085318","-36,30298521",Lajes - RN
Cajuína A5 (Antiga Ventos de Santa Tereza 10),EOL,51300.0,"-5,68136310","-36,28645658","Angicos - RN, Fernando Pedroza - RN"
Cajuína B18 (Antiga Ventos de Santa Tereza 12),EOL,22800.0,"-5,88745382","-36,38816285",Bodó - RN
Cajuína A6 (Antiga Ventos de Santa Tereza 13),EOL,45600.0,"-5,71882632","-36,28609107",Angicos - RN
São João 1,UFV,30000.0,"-17,23225833","-47,08553056",Paracatu - MG
São João 2,UFV,30000.0,"-17,24033611","-47,07767778",Paracatu - MG
São João 3,UFV,30000.0,"-17,24388889","-47,07030833",Paracatu - MG
São João 4,UFV,30000.0,"-17,24554999","-47,06357500",Paracatu - MG
São João 5,UFV,30000.0,"-17,24502500","-47,05753333",Paracatu - MG
São João 6,UFV,30000.0,"-17,24464167","-47,04981111",Paracatu - MG
São João 7,UFV,30000.0,"-17,23891667","-47,04863889",Paracatu - MG
Arinos 2,UFV,48118.0,"-15,73879167","-45,93345833",Arinos - MG
Arinos 3,UFV,48118.0,"-15,74476944","-45,94122778",Arinos - MG
Arinos 4,UFV,48118.0,"-15,74202777","-45,94404722",Arinos - MG
Arinos 5,UFV,48118.0,"-15,75398334","-45,95222778",Arinos - MG
Arinos 6,UFV,48118.0,"-15,74673056","-45,95474445",Arinos - MG
Arinos 7,UFV,48118.0,"-15,75041944","-45,95440833",Arinos - MG
Arinos 8,UFV,48118.0,"-15,74410833","-45,96180000",Arinos - MG
Arinos 9,UFV,48118.0,"-15,73786388","-45,99496667",Arinos - MG
Arinos 10,UFV,48118.0,"-15,73346667","-45,95710278",Arinos - MG
Arinos 11,UFV,46870.0,"-15,73123889","-45,94200000",Arinos - MG
Arinos 12,UFV,46870.0,"-15,72721944","-45,94725833",Arinos - MG
Arinos 13,UFV,46870.0,"-15,72880834","-45,96530833",Arinos - MG
Arinos 14,UFV,46870.0,"-15,73168334","-45,99858055",Arinos - MG
Arinos 15,UFV,47945.0,"-15,73320833","-45,99284444",Arinos - MG
Arinos 16,UFV,47945.0,"-15,72214445","-45,99834166",Arinos - MG
Arinos 17,UFV,47945.0,"-15,71130278","-45,98016944",Arinos - MG
Arinos 18,UFV,48118.0,"-15,75831944","-45,97994722",Arinos - MG
Arinos 19,UFV,48118.0,"-15,75338055","-45,98005833",Arinos - MG
Arinos 20,UFV,48118.0,"-15,74250000","-45,97214166",Arinos - MG
Assu Sol 8,UFV,50000.0,"-5,51961111","-37,00960000",Açu - RN
Serra do Mel V (Antiga Serra do Mel VII),UFV,48118.0,"-5,25679444","-37,12639722",Serra do Mel - RN
Serra do Mel VI (Antiga Serra do Mel VIII),UFV,48118.0,"-5,27795556","-37,12715278",Serra do Mel - RN
Serra do Mel III (Antiga Serra do Mel IX),UFV,48118.0,"-5,27884167","-37,12557500",Serra do Mel - RN
Serra do Mel IV (Antiga Serra do Mel X),UFV,48118.0,"-5,28336111","-37,11958611",Serra do Mel - RN
Ventos de Santa Alexandrina,EOL,45000.0,"-7,98569366","-40,58023453",Curral Novo do Piauí - PI
Ventos de Santo Alderico,EOL,40500.0,"-8,04174928","-40,66645224",Betânia do Piauí - PI
Ventos de Santo Apolinário,EOL,36000.0,"-7,97050980","-40,59959604",Curral Novo do Piauí - PI
Ventos de São Caio,EOL,36000.0,"-7,99574009","-40,76965880","Betânia do Piauí - PI, Paulistana - PI"
Ventos de São Ciríaco,EOL,49500.0,"-8,04720144","-40,68419168","Betânia do Piauí - PI, Curral Novo do Piauí - PI"
Ventos de São Ciro,EOL,36000.0,"-8,03787589","-40,74143904",Betânia do Piauí - PI
Ventos de São João Paulo II,EOL,31500.0,"-7,98685476","-40,56021048",Curral Novo do Piauí - PI
Ventos de São Crispim,EOL,49500.0,"-8,03575034","-40,67637922","Betânia do Piauí - PI, Curral Novo do Piauí - PI"
Solar Irapuru IV,UFV,48118.0,"-15,94897222","-43,47391944",Janaúba - MG
Solar Irapuru V,UFV,48118.0,"-15,91413889","-43,49719722",Janaúba - MG
Solar Irapuru VI,UFV,48118.0,"-15,92866111","-43,50000833",Janaúba - MG
Solar Irapuru VII,UFV,48118.0,"-15,92124167","-43,50078611",Janaúba - MG
Pedra Pintada I,EOL,49500.0,"-10,77992924","-41,21338827",Ourolândia - BA
Pedra Pintada II,EOL,49500.0,"-10,74172140","-41,20693885",Ourolândia - BA
Pedra Pintada III,EOL,45000.0,"-10,70554318","-41,20747111",Ourolândia - BA
Pedra Pintada IV,EOL,49500.0,"-10,66862703","-41,18507320","Ourolândia - BA, Umburanas - BA"
Cajuína B19 (Antiga Ventos de São Ricardo 01),EOL,23600.0,"-5,89895456","-36,37973386",Lajes - RN
Cajuína B20 (Antiga Ventos de São Ricardo 02),EOL,29500.0,"-5,87820162","-36,35972446",Lajes - RN
Cajuina B14 (Antiga Ventos de São Ricardo 03),EOL,51300.0,"-5,81699577","-36,28195175",Lajes - RN
Cajuina B15 (Antiga Ventos de São Ricardo 04),EOL,39900.0,"-5,79923531","-36,26797974",Lajes - RN
Cajuina B13 (Antiga Ventos de São Ricardo 10),EOL,45600.0,"-5,75431347","-36,30540177",Lajes - RN
Cajuína B9 (Antiga Ventos de São Ricardo 11),EOL,34200.0,"-5,71189389","-36,20477243",Lajes - RN
Boa Sorte 1,UFV,44100.0,"-17,15153056","-47,28171000",Paracatu - MG
Boa Sorte 2,UFV,44100.0,"-17,15929722","-47,28671111",Paracatu - MG
Boa Sorte 3,UFV,44100.0,"-17,16630278","-47,29238889",Paracatu - MG
Boa Sorte 4,UFV,44100.0,"-17,19708611","-46,60356111",Paracatu - MG
Boa Sorte 5,UFV,44100.0,"-17,18530000","-47,29850000",Paracatu - MG
Boa Sorte 6,UFV,44100.0,"-17,17777778","-47,28638889",Paracatu - MG
Boa Sorte 7,UFV,44100.0,"-17,18430833","-47,28547500",Paracatu - MG
Boa Sorte 8,UFV,44100.0,"-17,19586389","-46,64376667",Paracatu - MG
Novo Oriente I,UFV,40600.0,"-20,65223055","-51,34101944",Ilha Solteira - SP
Novo Oriente II,UFV,40600.0,"-20,65225000","-51,33488611",Ilha Solteira - SP
Novo Oriente III,UFV,40600.0,"-20,65610277","-51,33353889",Ilha Solteira - SP
Novo Oriente V,UFV,46052.71,"-20,66767222","-51,33188889",Ilha Solteira - SP
Serra das Vacas A,EOL,45000.0,"-8,97449713","-36,73473385","Paranatama - PE, Saloá - PE"
Serra das Vacas B,EOL,40500.0,"-8,98378694","-36,78808560",Saloá - PE
Serra do Assuruá 1,EOL,45000.0,"-11,37032999","-42,60718563",Gentio do Ouro - BA
Serra do Assuruá 2,EOL,22500.0,"-11,40945403","-42,62116527",Gentio do Ouro - BA
Serra do Assuruá 3,EOL,40500.0,"-11,41682779","-42,60672329",Gentio do Ouro - BA
Serra do Assuruá 8,EOL,22500.0,"-11,53657115","-42,55490330",Gentio do Ouro - BA
Serra do Assuruá 9,EOL,40500.0,"-11,50701820","-42,59879875",Gentio do Ouro - BA
Serra do Assuruá 11,EOL,40500.0,"-11,52265266","-42,54811515",Gentio do Ouro - BA
Serra do Assuruá 13,EOL,36000.0,"-11,58731884","-42,58840939",Gentio do Ouro - BA
Serra do Assuruá 14,EOL,27000.0,"-11,59500697","-42,58928742",Gentio do Ouro - BA
Serra do Assuruá 15,EOL,36000.0,"-11,47298307","-42,61702492",Gentio do Ouro - BA
Serra do Assuruá 17,EOL,40500.0,"-11,46593104","-42,55860940",Gentio do Ouro - BA
Serra do Assuruá 18,EOL,40500.0,"-11,46663628","-42,53606785",Gentio do Ouro - BA
Serra do Assuruá 19,EOL,40500.0,"-11,48592420","-42,56789212",Gentio do Ouro - BA
Serra do Assuruá 20,EOL,40500.0,"-11,52906287","-42,62359045",Gentio do Ouro - BA
Serra do Assuruá 21,EOL,40500.0,"-11,49587231","-42,54625827",Gentio do Ouro - BA
Serra do Assuruá 23,EOL,36000.0,"-11,53970024","-42,52747853",Gentio do Ouro - BA
Serra do Assuruá 24,EOL,27000.0,"-11,60390806","-42,55601392",Gentio do Ouro - BA
Ventos de Santa Luzia 01,EOL,45000.0,"-12,61919590","-42,05772247",Ibitiara - BA
Ventos de Santa Luzia 02,EOL,45000.0,"-12,63963090","-42,05403040",Ibitiara - BA
Ventos de Santa Luzia 03,EOL,45000.0,"-12,66016558","-42,05282891",Ibitiara - BA
Ventos de Santa Luzia 04,EOL,40500.0,"-12,68160891","-42,04968463","Ibitiara - BA, Novo Horizonte - BA"
Ventos de Santa Luzia 05,EOL,40500.0,"-12,70199688","-42,04668041",Novo Horizonte - BA
Ventos de Santa Luzia 06,EOL,40500.0,"-12,72241588","-42,04323336","Boninal - BA, Novo Horizonte - BA"
Ventos de Santa Luzia 07,EOL,40500.0,"-12,74632859","-42,03321201","Boninal - BA, Novo Horizonte - BA"
Ventos de Santa Luzia 08,EOL,45000.0,"-12,77090365","-42,03074457",Novo Horizonte - BA
Ventos de Santa Luzia 09,EOL,40500.0,"-12,84769830","-42,06741890",Novo Horizonte - BA
Ventos de Santa Luzia 10,EOL,40500.0,"-12,86804119","-42,06443001",Novo Horizonte - BA
Vista Alegre XI,UFV,41173.0,"-15,81256944","-43,47590750",Janaúba - MG
Vista Alegre XII,UFV,41173.0,"-15,81959639","-43,48681527",Janaúba - MG
Vista Alegre XIII,UFV,41173.0,"-15,81833139","-43,49458610",Janaúba - MG
Vista Alegre XIV,UFV,41173.0,"-15,80754722","-43,48323417",Janaúba - MG
Vista Alegre XV,UFV,41173.0,"-15,80658305","-43,49047805",Janaúba - MG
Santa Luzia 1,UFV,50000.0,"-6,89156944","-36,96417250",Santa Luzia - PB
Santa Luzia 4,UFV,50000.0,"-6,90882700","-36,95948139",Santa Luzia - PB
Santa Luzia V,UFV,50000.0,"-6,90118394","-36,96518108",Santa Luzia - PB
Santa Luzia VII,UFV,50000.0,"-6,90529463","-36,97303390",Santa Luzia - PB
Santa Luzia IX,UFV,50000.0,"-6,91806000","-36,97100000",Santa Luzia - PB
Sertão Solar Barreiras XXI,UFV,50000.0,"-12,04666389","-45,08191389",Barreiras - BA
Casqueira I,EOL,41300.0,"-5,05222128","-37,04271244",Areia Branca - RN
Casqueira II,EOL,47200.0,"-5,02441232","-37,05607136",Areia Branca - RN
Assuruá 4 I,EOL,36000.0,"-11,02539165","-42,64105068","Gentio do Ouro - BA, Xique-Xique - BA"
Assuruá 4 II,EOL,31500.0,"-11,03596114","-42,61452038",Xique-Xique - BA
Assuruá 4 III,EOL,36000.0,"-11,06036901","-42,63062401",Gentio do Ouro - BA
Assuruá 4 IV,EOL,36000.0,"-11,08393419","-42,62663031",Gentio do Ouro - BA
Assuruá 4 V,EOL,36000.0,"-11,10734948","-42,62924124",Gentio do Ouro - BA
Assuruá 4 VI,EOL,36000.0,"-11,06616944","-42,60300235","Gentio do Ouro - BA, Xique-Xique - BA"
Maravilhas I,UFV,27000.0,"-7,48750000","-34,99111111",Goiana - PE
Maravilhas II,UFV,27000.0,"-7,48750000","-34,99722222",Goiana - PE
Jusante 1,UFV,10000.0,"-18,20821111","-45,27010833",São Gonçalo do Abaeté - MG
Jusante 2,UFV,10000.0,"-18,20592500","-45,26920556",São Gonçalo do Abaeté - MG
Jusante 3,UFV,10000.0,"-18,20326111","-45,26876389",São Gonçalo do Abaeté - MG
Jusante 5,UFV,10000.0,"-18,20476389","-45,27398889",São Gonçalo do Abaeté - MG
Jusante 6,UFV,10000.0,"-18,20243056","-45,27402222",São Gonçalo do Abaeté - MG
Jusante 7,UFV,10000.0,"-18,19880833","-45,27644444",São Gonçalo do Abaeté - MG
Arinos 21,UFV,47945.0,"-15,72807500","-45,95995278",Arinos - MG
Arinos 22,UFV,47945.0,"-15,73180556","-45,96905000",Arinos - MG
Arinos 23,UFV,47945.0,"-15,73470000","-45,98309167",Arinos - MG
Arinos 24,UFV,41065.0,"-15,72943056","-45,98812778",Arinos - MG
Morro 1,EOL,45600.0,"-12,25090352","-42,37421592",Brotas de Macaúbas - BA
Morro 2,EOL,34200.0,"-12,22453209","-42,37804034",Brotas de Macaúbas - BA
Anemus Wind 3,EOL,54600.0,"-6,18885340","-36,61773924","Currais Novos - RN, São Vicente - RN"
Serra do Seridó XVI,EOL,46400.0,"-7,03944590","-36,79136928",Junco do Seridó - PB
Serra do Seridó XVII,EOL,34800.0,"-7,02601477","-36,75363186",Junco do Seridó - PB
Ventos de Santa Luzia 11,EOL,49500.0,"-6,45377373","-35,78961616","Monte das Gameleiras - RN, São José do Campestre - RN, Serra de São Bento - RN"
Ventos de Santa Luzia 12,EOL,54000.0,"-6,42524374","-35,77215360","Monte das Gameleiras - RN, São José do Campestre - RN, Serra de São Bento - RN"
Ventos de Santa Luzia 13,EOL,54000.0,"-12,75772222","-42,02622222","São José do Campestre - RN, Serra de São Bento - RN"
Ventos de Santa Luzia 14,EOL,72000.0,"-11,05163371","-41,26310380",Várzea Nova - BA
Ventos de Santa Luzia 16,EOL,72000.0,"-11,00649616","-41,25645584",Várzea Nova - BA
Ventos de Santo Antônio 07,EOL,72000.0,"-11,02428258","-41,29846104","Morro do Chapéu - BA, Várzea Nova - BA"
Assuruá 5 I,EOL,40600.0,"-10,98219659","-42,61010211",Xique-Xique - BA
Assuruá 5 II,EOL,46400.0,"-10,99740745","-42,62420222",Xique-Xique - BA
Assuruá 5 III,EOL,40600.0,"-11,01855191","-42,67649199",Gentio do Ouro - BA
Assuruá 5 IV,EOL,46400.0,"-11,02188033","-42,60370852",Xique-Xique - BA
Assuruá 5 V,EOL,34800.0,"-11,14133575","-42,63391168",Gentio do Ouro - BA
Assuruá 5 VI,EOL,34800.0,"-11,02376103","-42,58903056","Gentio do Ouro - BA, Xique-Xique - BA"
São Francisco I,UFV,49993.0,"-15,83083333","-43,47111111",Janaúba - MG
São Francisco II,UFV,49993.0,"-15,83621944","-43,47129167",Janaúba - MG
São Francisco III,UFV,49993.0,"-15,83972222","-43,46805556",Janaúba - MG
Buritis,UFV,5200.0,"-10,21153028","-63,80520528",Buritis - RO
Machadinho,UFV,5300.0,"-9,45465278","-62,02678444",Machadinho d´Oeste - RO
Sinop - Mato Grosso,UFV,5000.0,"-12,01666669","-55,85194400",Sinop - MT
Inpasa Dourados/ms,UFV,5000.0,"-22,36701111","-54,79857219",Dourados - MS
